text,label
"Thought Daniel Craig did a good job as Bond, James Bond",negative
The best and most realistic Bond movie!,positive
"This movie is to Bond what ""Batman Begins"" is to Batman. It's much more grounded than other Bond films, and if you're expecting his usual gadgets and silliness, then you'll be disappointed, but with this one they've brought back a level of mystery and plot complexity that we haven't seen since ""The Living Daylights"". Hopefully, they'll bring back the gadgets and other expected 'Bond stuff' in an appropriately grounded way in coming sequals, but this is exactly what was needed to breathe new life into the Bond series.",positive
The best Bond film by far.,positive
best bond movie ever,positive
"Daniel Craig surpases the Great Sir Sean Connery! This film redefines the Name Bond, James Bond!",positive
its bond so i lov it,positive
"A pragmatic, down-and-dirty, visceral Bond and an overdue change from the silliness to which we've grown accustomed.",positive
Daniel Craig is outstanding in his new role as the young 007. I enjoyed the darker undertones of this James Bond flick and look forward to Quantum of Solace.,positive
"El mejor Bond de todos. Creible, con escenas que parecen no de una pelicula de James Bond, con un malo muy tÃ©rror y con Eva Green",positive
"OK. So, Daniel Craig definitely has the tight bod and a ""perfectly formed arse."" His delivery was a bit hard to understand, which I addressed by putting on subtitles. The poker scene was good (but need to understand hold em). The butt torture scene sure hurt! A bit more action beyond the running, beating, car crashing would have enhanced the film. But, overall a good flick - enjoyable to watch. Looking forward to Quantum of Silence in November.",negative
My favorite Bond movie thus far : ),positive
finally watched this movie....great storyline and great stunts....Daniel Craig makes a fine 007.,positive
my god they changed James Bond from suave to deadly dangerous i like i like,positive
The best Bond movie yet.,positive
"This film has transformed the Bond franchise. It is much more of a drama than just an action thriller. The character development is quadrupled compared with other Bond movies. It also portrays a much more flawed and human Bond. Having said that, the action sequences are still of the highest quality. Can't wait for the next one!",positive
"For a loather of Bond, this film makes me want to see more of the British(?!) superagent. Supposedly this was an idea stolen from Tarantino, wonder whhat he would have done...",negative
One of the best Bond films to date.,positive
Made me appreciate James Bond,positive
"One of the best Bonds ever, different from the others in a good way.",positive
yet another great bond movie and the new bond did great.,positive
"All those who said that Daniel Craig was not the right choice, and those who still say such should be smacked. He was great!!!",positive
"Best Bond yet. I have been liking the Bond movies less and less with their very bad action sequences and catch phrases. This movie has a good story line, shows him as human, not a glamor hero that never gets dirty. It just has one action sequence that I thought was corny but the others were very good. Go see it.",positive
So much better than I was expecting. Bond is an actual character who makes an emotional connection. The torture scene isn't have bad either;.,positive
Best James Bond movie ever!,positive
"I love this movie. Everytime it comes on cable, I'd sit and watch Daniel Craig play poker.",positive
"I'm not a fan of James Bond movies, but this one was good. Daniel Craig is the new Bond!!",positive
Najbolji James Bond do sada...,positive
the opening sequences will blow you away. probably the best bond film yet in my opinion. cant wait for quantum of solace.,positive
We (Montenegro) have the best casinos in Europe :),positive
"Dark and vicious, but too many boring parts. Basically a poker movie with some secret agents and a beautiful girl.",negative
It's not that any aspect of this movie was really outstanding that makes it my favorite; it's just really easy to watch.,positive
ver great james bond movie,positive
A modern version with far more action than the original Bonds but its kept in context much better than the Moore entries and charm and character still drives much of the story.,positive
One of the best Bond movies for years. It kept the action or suspense going throughout and was a refreshing change from the silly gadgets we saw in Die Another Day.,positive
One of my favourite movies.,positive
Bloody Bond... entertaining movie with the best ever Bond movie title song. This movie is a marathon with lots of violence with a few smart jokes.,negative
"Finally!! The best Bond Film in ages. Daniel Craig really suits James perfectly. But the thing I am really satisfied with is the title sequence, no crappy copmuter generated rubbish like previous bond films. It is very nostalgic",positive
My favorite Bond movie,positive
"Well Daniel craig wasnt that bad as bond but I liked pierce way better, i just like pierce better as bond sorry daniel. well one thing I hate about this movie is that there's hardly any action in it and there's like no gadgets! How can u have a james bond movie without those kickass gadgets???!!! The car was cool. This movie could've been way better like no offence it shouldn't of been more of a drama it should've been more of a action film. I can imagine a much, much better james bond movie with pierce and more action/gadgets, etc. I thought daniel made a decent james bond. It was so so but most of the time I was bored watching it at the movie theater. I hope the next bond movie is better. And another thing I hated was that they only played the james bond theme at the end credits I mean come on how dumb is that!!?? I liked the ending though. And I hated how he only said 'Bond, James Bond' only once and it was at the very end of the movie. Better luck next time mr. craig the movie was ok but could've been SOOOOOOOOO much better!",negative
"crazy entertaining, funny, and smart. daniel craig is awesome. though i think pierce brosnan had the look down better, daniel craig beats him in every other aspect.",positive
Daniel Craig: yummmmmmmmmmmmm,positive
great spy bond film gagets,positive
"Good, but doesn't feel like a Bond film. Where were all the gadgets?",negative
this was dope.....cant wait for the next one! :DD,negative
Best Bond film EVER!,positive
"A great new approach for the Bond series, it was very interesting seeing Daniel Craig play Bond this time. Turned out really good though, just never could see him playing this role when I saw him in Layer Cake.",positive
one of the best opening scenes...wished they wouldn't have killed the delivery guy b/c it would have been worth it to see him go again. Loved the blond Bond...pulls off a very stand-offish character but does 007 justice,positive
Best Bond film ever!,positive
james bond. yay. this was a tiny bit of a let down but only cuz i had extreemely high expectations. still good,negative
"The intro credits were nice. That was the highlight of the movie. Mainly, because I didn't really get it. The poker, I get, but the plot... not really.",negative
One of the worst Bond movies ever. He's worse than Dalton.,negative
It was the WORSE JAMES BOND movie that I ever saw. If they make another one like that IT ALL BE THE LAST TIME I SEE A JAMES BOND MOVIE.,negative
Daniel Craig is the COOLEST Bond since Connery. Makes Roger Moore look downright silly.,positive
"Some of it was really good but Craig isn't Bond, sorry.",negative
Excellent. I didn't think they could re-interpret the Bond franchise into the 21st century. I was wrong.,positive
This movie was intense. So amazing. I loved it from the first scene.,positive
"I still say that Pierce Brosnan was the better Bond. Right next to Sean Connery. Ahem, Jessy.",positive
"My favorite Bond movie by far. Great directing, awesome scenes( including a long, but never boring chase sequence with parkour), and a powerful soundtrack all make this movie a must in your collection, and something you'll want to watch again and again.",positive
I actually like the new Bond...,negative
very good. that guy in the beginning of the film who could like jump from building to building so easily....i want him to teach tae bo so I can learn it,negative
Best Bond since Connery. Best Bond movie in a long time.,positive
"Excellent film, I have not been a fan of James Bond films but this one was brilliant. The action was tense and the fighting scenes were amazing! One of the best films of the year and all time action movie!",positive
"I was skeptical at first, but now I'd call the best made of the Bond films.",positive
Brill!! What a great edition to the 007 series!,positive
Good stunts thats about all,negative
"The first half is silly but entertaining. The second half is silly but also boring, making the audience wait for long periods of time between action scenes that are -- at best -- mediocre. Casino Royale starts of strong but after the first half it drags on for ages and the ending is nowhere near worth the agonisingly long wait. Its style is an awkward combination of the Bonds of yesteryear and original source material. The producers are trying too hard to have their cake and eat it too. At the end of the day it played out like a giant episode of 24, which is a very very bad thing. Daniel Craig is good as Bond but others have been better.",negative
007........james bond.....007,positive
I am in love with Daniel!,positive
"C'est con, improbable, mais j'ai aimé",negative
"This was a pretty good bond flick, but I kinda like all the bond flicks.",negative
maybe second to goldeneye,positive
At least they tried to put more politics into this movie.,negative
The beginning of a new Bond. Craig gives us a new tougher Bond just given his license to kill. Based on the original novel we are immediately thrust into an opening chase seen on foot and some great hand to hand fighting. Gone are many of the gadgets that we'd gotten use to and we are left with just the essentials. A great story helps us to learn how Bond came to be and why he is the he is. A must see!,positive
"I like Daniel Craig as Bond. For my money, he's a great choice for this new way of doing the 007 movies.",positive
"This is the only decent Bond movie i've seen. This is because is much more realistic, gritty and crude than the previus 20 movies of the series which are stupidly cartoonish. There's no pseudo-fantastic absurdities like invisible cars or villains that look like an unfunny Dr. Evil or a plot involving the world or part of it being destroyed. Matching with this new realistic crudeness, the film is also more cynical, it's a reinventing of the character.",negative
One of the best Bond movies so far. I love the classics but this one was good.,positive
The best Bond movie.,positive
"I really didn't think that I'd like Daniel Craig as James Bond or the movie as a whole, but I loved it. The action was great and it was more plausible than most James Bond movies.",positive
A great film... Daniel did a good job!,negative
WHHYYYYY LET CHRIS CORNELLL SING THE THEMEEE SOOOONNNNGGGG,positive
"I've seen all the Bond films and I think this is the best movie and Daniel Craig is the best Bond. I love Connery, but this really is a triumph for one to whom there was a great amount of resistance. Excellent adaptation of probably the best novel, action packed throughout, with a very human and identifiable side to the central hero.",positive
loved the movie!thought daniel creg did good for the new bond.greet new 007 film!!!,positive
Excellent with loads of action and adventure,positive
"This is not your Daddys Bond!!! I like the new look and attitude of this Bond. The other Bond's made thier Mark, now it's Craig's turn.",positive
Best Bond Ever and Best Bond Movie Ever!!,positive
I like this Bondfilm very much. Action. Fast cars. Women. Death. Tragedy. And Daniel Craig...,positive
Craig has done good work ...,negative
"After the last few bad Bond movies, this one took a page out of the Bourne series and took the Hollywood out of spy movies.",positive
"After the last few bad Bond movies, this one took a page out of the Bourne series and took the Hollywood out of spy movies.",positive
"Best Bond hands down...and that's not just because I'm young or because I'm hot for Daniel Craig. He's the toughest, smoothest, grittiest Bond of them all. Lost points for sappy-ish turn at the ending.",positive
Liked Craig as Bond...I think he matches what Bond is expected to be,positive
"Most of the old Bond films were so boring and corny, hard to finish them, this was a great film.",positive
"Este es un filme que gusta mucho, sin embargo en mi gusto personal, creo que la cinta va muy bien hasta que el villano principal empieza a pedir por su vida ante la amenaza de unos narcotraficantes, lo cual resta a partir de ese momento toda credibilidad como villano Bond. Sin embargo es un filme bien producido y meritorio de ver para conocer sobre la era Craig.",positive
BEST BOND EVER!! A Thrill Ride!,positive
Wasn't thrilled with the new James Bond...,negative
Excellent Bond movie. The rough feeling adds to it.,negative
"Best bond since . . . well, Goldfinger",positive
"Excellent ""reboot"" to a stale franchise, moving away from the over the top gadgets to a more Jason Bourne type story line was the correct move. Daniel Craig is the best Bond of all time he brings a real person to the 007 legacy. Overall a treat and my favorite Bond movie to date.",positive
"4 belesas - Una ves mas vuelve el agente BOND JAMES BOND. Despues de 4 peliculas realmente detestables que me toco vivir de este personaje, llega esta nueva secuela en la cual tenemos a Daniel Craig interpretando a este mitico personaje con licencia para matar. La pelicula arranca con una de las mejores, si no es la mejor persecucion a pie de la historia del cine ( otra la tenemos en PUNTO LIMITE). Luego una tremenda escena de accion en un aeropuerto y cuando parece ser que todo va a ser como siempre palo a palo. La pelicula baja para convertirce en un desafio de quien es el mas inteligente, el nudo de la pelicula es un duelo entre bond y un maleante de turno, por quien tiene la mejor mina, quien tiene el mejor auto, quien juega mejor al poker, y ya que estamos bajarle la caÃ±a a un narco.(OBVIAMENTE GANA BOND) todo esto contado de una manera maravillosamente entretenida y la pelicula nunca cae contiene pequeÃ±os momentos de accion extrema. No les quiero contar mas veanla!!",positive
"This is about as good as a Bond film gets. They went back to basics with this one and it worked brilliantly. Daniel Craig plays Bond with an unfinished edge at the beginning of his career. He brings the right mixture of charm, danger and menace that comes close to, but does not surpass, Connery. The story has the tone and straightforward storytelling of Fleming's novel with Bond as the government's ""blunt instrument"" that they throw at their enemies. This is just an awesome movie, dark and gritty with Daniel Craig bringing a Steve McQueen quality to the role. The action sequences were thrilling, Dame Judy Dench grand as always as M, Mads Mikkelsen as Le Chiffre was good and Eva Green was the best ""Bond girl"" in quite sometime.",positive
Ylivoimaisesti paras Bond-leffa ikinÃ¤!,positive
"Paras Bond, ja hyvÃ¤ leffa noin muutenkin.",positive
Love action movies. Love James Bond movies. Love Daniel Craig.,positive
"i made it bout an hour into it and turned it off. daniel craig's eyes are breath taking, but his bad boy bond left me cold. i realize they need to take the franchise in a different direction. i am stuck on the old school gentleman bond.",negative
"daniel craig isnt d ideal 007...seems dey are losin d touch of a 007...007's right frm time are sleek,smart n use a lil bit of force wen needed...why is dat evri 007 movie always has a sex scene?",negative
"Absolutely LOVED, LOVED, LOVED this movie and as for Daniel Craig - he's the best Bond ever. I know this movie nearly off by heart and as is the curse of most of Bond's women, the actress won't be in any other films. As long as Daniel Craig is around all is right.",positive
More violent James Bond. Really good,positive
"""why would I need more time?... the bitch is dead"" capo James Bond!",positive
"I know - what took me so long to see this movie? The trailer for Quantum of Silence motivated me - and Casino Royale did not disappoint. Actually, Daniel Craig exceeded my very high expectations. Thanks for breathing new life into the all-time greatest film franchise.",negative
Pierce Brosnan was my favorite Bond until I saw this one. What a great movie!,positive
It's easily my favotite Bond movie.,positive
Bond is back! Daniel Craig rocks! Bring on Quantum of Solace!,positive
"So it's been an interesting thing in the past, but I've never actually watched a Bond movie in its entirety until now. Honestly, it was very cool. Confusing as hell, but very cool. I LOVED the opening sequence which was absolutely top notch, and being a relatively big Chris Cornell fan, you could not have done better. Bond certainly has the moves, a sweet car, deadly skills, and the ability to clean up rather well in between poker hands. I know a Bond tradition is to have the evil, scar carrying character torture James, but for the love of God, that was just wrong. Anyway, I'm excited for the sequel, and I don't think it'll disappoint.",positive
I've never seen a Bond movie I didn't like. Can't wait for the next one to come out in Nov!,positive
"Bottom Line: Casino Royale is a good Bond flick as long as you don't mind a revival of Timothy Dalton's version of James Bond. However, if you like Pierce and Sean, then you might be in for a nasty surprise as we see a vulnerable, and a not-as-likable James Bond running around creating havoc and frustration for the enemies. One necessity to a good movie is a likable main character, no matter what he or she does. This James Bond is well-portrayed, but not as decently fleshed-out as the action set pieces in this movie (best example is the insane chase/shootout in Madagascar). Craig was well-received, so be ready for the franchise gearing in a new direction, whether you like it or not. Be ready for a more violent, less gadgety Bond. For those of you that don't like this new Bond, there's always the new version of Get Smart. Why are you laughing?",negative
Best Bond movie in a long time.,positive
Just love how Daniel Craig handled this one ;-),positive
"was sceptical about the new Bond, but now that I've seen it (him), am totally SOLD!!! bring on the next one!!! Daniel Craig ROCKS!",negative
my favorite bond film,positive
Love this movie. Can't wait for the next one this fall!,positive
best bond movie!love daniel craig!,positive
"Daniel Craig brings Badass, to Bond! nuff said!",positive
"Daniel Craig, yes please!",positive
The most gritty and realistic Bond ever!!! Probably the best!!!,positive
probably one of my top three favorite bond movies next to thunderball and goldeneye.,positive
The best bond since Golden Eye,positive
"A shallow, uninteresting film with so much promise. The gadgetry is not existent, the plot is lame, and the tension is... what the phhhh- TEXAS HOLD EM? Are you joking, Bond? Do you expect me to laugh, or do you expect me to die?",negative
One of the best BOND films,positive
I don't understand poker..and he isn't that hot...at all. This movie was wasted on me.,negative
Best Bond movie! and looks pretty swell on blu ray... the opening chase scene is awesome.,positive
great change to a great series of films,positive
By far the best bond. I love this movie. The action and every facet is just better than most action movies I've seen.,positive
"The remake of Casino Royale is a reboot of the Bond series, with Daniel Craig as blond Bond.",negative
"Decent movie. The sequel looks more promising. When I saw the movie first time in theaters I thought it was pretty disappointing. But then I watched it a few more times when it was on HBO, and I have learned to appreciate it more.",negative
The worst opening credits sequence I've ever seen in a movie,negative
the only james bond film i actually enjoyed,positive
"By far my favorite Bond movie. I was extremely skeptical, but I loved every minute of it, even though it had multiple endings.",positive
"Daniel Craig brings a fresh, damaged side to the character. A slick vision.",positive
"From the Bonds I have seen, easily the best one.",positive
"I was pleasantly surprised with this film. It's got all the elements of 007 you expect. Lots of location changes, quirky bad guys, hot chicks and outrageous chase sequences. I really like how it has updated the bond world and yet managed to keep that 60's feel to certain elements. Danial Craigs version of 007 is brilliant. He is a dark character....just as any MI6 person should be. Cant wait for the next one.",positive
The grittiest Bond yet. Here's hoping Daniel Craig gives us more of what he brings to the character on his next bond flick.,positive
Probably my favorite Bond Film,positive
ok han e blonde men passe te rollen og filmen va faktisk bra. må sei eg blei imponerte,positive
1 of my fav bond movies full of action,positive
"One of the best Bond films ever made, Casino Royale creates a new side of 007 and focuses on the more human aspect, which makes the movie that more compelling and engaging.",positive
Best James Bond movie and actor. Throw all that British charm stuff out the window. Badassery wins the day. Also gets major props for the very limited use of CGI in the action scenes.,positive
Here's another good reboot. Forget the invisible car from the last Brosnan movie,positive
"A new modern Bond? This is a good movie because the overall storyline of 007 is being drawn from the start. Not too much attention on gadgets and car (altought the Aston DBS makes a noticeable appearance), the card game is what matters at the end. Room for a sequel.",positive
One of the best Bond movies. I was a little apprehensive about Daniel Craig but he was spot on.,positive
"Amazing, I didn't expect it to be so good; and you know what? I could smell the nostalgia from previous James Bond films, I didnt think it was THAT different; the rediculouness of the first chase scene, the character dynamics, the musical score and special effects etc. So yeah I loved it, it, Daniel Craig was brilliant despite my ever living opinion about how Bond should always have Dark Hair! *Shakes fist* lol. I loved the clicie moments but I noticed it wasnt a predictable movie which you'd think for a James Bond film would be a bad thing but in this context it worked. I loved the style of the opening scene and credits, wodnerful! And the very last scene? that was a MWAHAHAHAHA moment :) ""Long and boring"" Im sorry but I have heard that sentence wayyy too much, lack of patience in a viewer doesnt make a movie crap - I felt this film went by quite quickly and fluently as well as being highly enjoyable and thrilling. Overall brilliant imagery, brilliant acting, brilliant camera shots, brilliant dialogue (Some of thoise humerous quotes will stick with me for ever lol) just an amazing film!",positive
"<font face=""courier new""><I>Everyone has a past. Every legend has a beginning. On November 17th, discover how James...became Bond.</I><BR><BR><BR><div align=center><font size=""2""><B>Director:Martin Campbell<BR><BR>Writers (WGA):Neal Purvis (screenplay) & Robert Wade (screenplay)<BR><BR>Genre:Action | Adventure | Thriller<BR><BR>Starring: Daniel Craig, Eva Green, Judi Dench</B><BR><BR><BR><a href=""http://photobucket.com/images/casino%20royale"" target=""_blank""><img src=""http://i138.photobucket.com/albums/q273/rodrigoyito/casino-royale.jpg"" border=""0"" alt=""casino royale Pictures, Images and Photos""/></a><BR><BR><I>""The name's Bond. James Bond.""</I><BR><BR><BR><font face=""courier new""><font size=""3""><B><U>THE MOVIE OUTLINE</U></B></div><BR><BR><font face=""courier new""><font size=""4""><B><I>""R</B></I><font size=""2""><I>ecently promoted to 00 status, James Bond takes over his first mission, in which he faces a mysterious private banker to world terrorism and poker player, Le Chiffre. Along with a beautiful Treasury agent and the MI6 man in Montenegro, Bond takes part in a high stakes poker game set up by Le Chiffre in order to recover a huge sum of his clients' money he lost in a failed plot that the British spy took down. 007 will not only discover the threatening organization behind his enemy, but the worst of all truths: to not trust on anyone. <font size=""4""><B>""</B></I><BR><BR><div align=center><a href=""http://photobucket.com/images/daniel%20craig%20casino%20royale"" target=""_blank""><img src=""http://img.photobucket.com/albums/v610/permanent-transition/movies/james%20bond/casino%20royale/daniel_craig_02_handson-provocateus.jpg"" border=""0"" alt=""casino royale, daniel craig, handson.provocateuse.com, english, blue, blonde, james bond, gun, weapon, tuxedo Pictures, Images and Photos""/></a><BR><BR><font face=""courier new""><font size=""3""><B><U>MY APPRAISAL</U></B><BR><BR></div><font face=""courier new""><font size=""4""><B>A STRAIGHT KNOCKOUT!</B><BR><BR><font size=""2"">The best and most lavish action flick in this decade. The brand new <I>Casino Royale</I> sets also a <font size=""3""><B><U>brand new standard for espionage escapade</U></B><font size=""2""> that will be tough to top. I found Casino Royale the slickest action flick I've ever seen. <I>Casino Royale</I> impressively relaunches James Bond with tension-filled high stakes poker games and exhilarating action sequences.<BR><BR><BR><div align=center><a href=""http://photobucket.com/images/daniel%20craig%20casino%20royale"" target=""_blank""><img src=""http://i287.photobucket.com/albums/ll145/Gracielaguffanti/jamesbond02.jpg"" border=""0"" alt=""Casino Royale Pictures, Images and Photos""/></a></div><BR><BR><BR><font face=""courier new""><font size=""2"">There's one certain reason why Casino Royale is the greatest and hippest Bond flick in ages and his name is Daniel Craig. A daring way to represents Ian Fleming's legendary action hero. A brand new Bond package sure is a risky thing to do. More complicated and hard-hitting. Either it will cause career suicide or a highly praised modern James Bond era. And Craig has done a superb job. Not only amazed the viewers with all his action scenes, <font size=""4""><I><U>he put a soul in the movie</U></I>. <font size=""2"">He's on the spotlight, he's adorable, he's sex on wheel, and he's without hesitation the BEST JAMES BOND EVER.<BR><BR>A step in the right direction for the Bond franchise and yet the most <font size=""4""><B>ELECTRIFYING AND SENSATIONAL 007 flick ever produced</B></font>.<BR><BR><BR><div align=center><a href=""http://s293.photobucket.com/albums/mm74/xoxoVANYA/?action=view¤t=danvesperwater-1.jpg"" target=""_blank""><img src=""http://i293.photobucket.com/albums/mm74/xoxoVANYA/danvesperwater-1.jpg"" border=""0"" alt=""Photobucket""></a><BR><BR><BR><font size=""2""><I>""I have no armour left. You've stripped it from me. Whatever is left of me - whatever is left of me - whatever I am - I'm yours.''<BR><BR><B>-JAMES BOND-</B></I></div>",positive
best bond film every daniel craig is great,positive
"The Bond producers wisely decided to give Bond a big shake-up, a very wise move after the increasingly silly Brosnan films. From the moment this opens with a brutal black and white fight sequence it's clear that Daniel Craig's Bond has been reinvented for the modern world and also updated to compete the Bourne trilogy. Craig's Bond may have fair hair but he has some dark depths of character, as well as insecurities and, who would've thought it, a loving sensitive side?! There are some great set pieces one of the best being an early free-running chase in a construction site. Eva Green shows how even Bond Girls can be given some humanity, not just a pretty object to dangle on his arm and their complex relationship gives the finale some emotional impact. Some of old Bond cliches are subverted and made fun of, others proudly upheld and it's the balance of the two that makes the film work really well. As someone with no nostalgia for the old Bonds I hope they continue with this style.",positive
LOVE IT! Daniel Craig is awesome as Bond.,positive
"Only Bond movie I ever saw. And frankly, only one I ever want to see. Unless, of course, Daniel Craig plays in another one.",positive
"OMFG..I just wanna say..I TOLD YOU SO cause I said he would be awesome and everyone was like..uh, I dunno, hes a blonde..well shut up cause he did awesome, minus the weird lip pouting thing he does and don't even get me started on the vanquish",positive
"I'm not really a James Bond kind of gal, but this was slick, fun, and sexy. The card game went on for far too long though.",positive
"One of the top tier of Bond movies. Although at times, it seemed like more of a poker movie. A very dramatic, tense, attention grabbing poker movie.",positive
"A great revamp of the series, which removes the annoying, gadgety, explosion-ridden Brosnan Bonds, ditches the rather impotent, joke-riddled Moore Bond films, and takes the darker nature of Bond from the eighties and places it in the feel of the original Connery films. Sure, it's not quite the same, M is hostile, the plot, characters, and tools feel more plausible, but it pumps much needed air into the series. One can only wait for the continuation of the story.",positive
Best Bond since Connery. Might be as good if not better.,positive
"After twenty films, the Bond franchise needed a reboot. It needed a fresh face, interesting characters, sexy women, and some bad ass action. Casino Royale, the 21st film in the series, has all of that and more. Daniel Craig plays James Bond who at the start of the movie has not yet received his 00 status. But after a successful mission shown in the prologue (in beautiful black and white), he receives the honor. On his next mission, things do not go as planned, so he decides to work alone without MI6's permission. On his adventure, Bond will find love, learn that he can't trust anybody but himself, and discover he likes his martinis shaken, not stirred. Casino Royale is exactly what this franchise needed. Following in the footsteps of other successful series, this is a fresh start for Bond. Instead of being a continuation of the previous movies, it's a stand alone product in and of itself. It's not so much the 21st film as it is the 1st in a new line of Bond movies. This film reinvigorates this franchise with flair and pizzazz, and more importantly gives me a reason to be excited about future installments. As much as I enjoyed Pierce Brosnan in the Bond role (second only to Sean Connery), the movies began to grow stale. While Daniel Craig certainly can't match up to those two, he overall did a great job putting his own spin on the character. However, at times he looked like he was trying a bit too hard. At one point in the movie, he walks out of the ocean after taking a swim. The way he puckers his lips and puts a little swagger in his walk makes him look like he's posing for a Playgirl photo shoot. But the absolute greatest strength of the movie is the terrific stunt work and excellently choreographed fight scenes. Every single one was exciting, even with the suspension of disbelief that you practically have to give into. In particular, the stunt work in an early chase scene is absolutely amazing. I've never seen such detail and thought put into a chase scene. It was a sight to behold for sure. But of course, the movie is not perfect. As with any good spy movie, Casino Royale is confusing as hell. I was with it at first, but then new characters started popping in only to be killed off shortly after and I wasn't sure why. It also has a lot of back stabbing and double crossing that just goes beyond what is needed. But it's a Bond movie so it was expected. Even still, when it does try to simplify the goings-on, it simplified it too much. For example, there is a poker sequence in the middle section of the film. As a poker player, I know how the game works, but even people who aren't should know the basic rules. But the movie constantly stops the action to explain what's going on, why somebody is bluffing, how much money is in the pot, etc. It's insulting to the viewer's intelligence. Film is a visual medium. I don't need everything spelled out for me through dialogue. The poker was also very unrealistic. Granted, it was spiced up to make the movie more interesting. But on every hand, somebody had a flush, which would be beaten by a full house, which would be beaten by a higher full house, which would be beaten by a four of a kind, or something alone those lines. It was pretty ridiculous. The poker scene could have been the most interesting part of the movie, but it ended up being the most distracting. The film just never struck that balance between simple-minded and overly confusing and usually rested on one of those extremes. There were also a few scenes that didn't work. At one point in the movie, Bond kills a couple of guys with the help of his new girlfriend. She gets upset and sits in the shower claiming that she has ""blood on her hands."" So Bond sits down with her and starts sucking on her fingers. What? How is that going to help? It was incredibly stupid and received an unintentional laugh. The end was also pretty weak. Without ruining anything, it tries to get all sentimental and mushy and it does not work at all. In fact, I just plain didn't care. The movie is only a few minutes shy of two and a half hours and by this point, I was done. These scenes and a few others could have been cut out to make the movie about 15 minutes shorter and it would have been much better. There's no doubt that the movie has some major shortcomings. But I think this is a case of where the whole is greater than the sum of its parts. A new start is exactly what the franchise needed and Casino Royale is a promising beginning in a new era of Bond films.",negative
"Very good installment in the Bond franchise. Daniel Craig bring all sorts depth (and a killer physique) to the role. Not the typically smooth, womanising Bond of the past but a contemporary, flawed and somewhat nihilistic Bond that is infinitely more interesting.",positive
I guess I just don't get it. I was just waiting for it to get good until it ended. I was dissapointed. Was way to much of a boring movie.,negative
This movie made me a Bond fan.,positive
Overall excellent film. Daniel Craig is by far the best actor for the role of 007 and reinvents the character fantastically. Not just another Bond movie.,positive
Maintenant je suis rÃ©conciliÃ© avec les James Bond ; et Daniel Craig assure !,positive
"James bond had died after Goldeneye, which was a great rehashing in itself, but Craig does it so much better in this film. After reading the books, this Bond takes James Bond back to his roots and introduces the world to the real bond, that Flemming had written on page. Craig delivers a brutal, hard boiled and vicious Bond that we have all been waiting for. Gone are the gadgets and in are the no holds barred fights, showing us that bond is the right man for the job. Green is stunning as the bond girl, giving almost every bond girl in recent times a run for there money. If you are a fan of the originals, then give this a try and if you love the Bourne films, defiantly check this film. Can't wait till the new bond, as Bond is back with a bang!!!",positive
It wasn't a Bond movie...no cool gadgets and what not! Everything worked out too perfectly for Bond. He didn't even care if his martini was shaken or stirred! I bet he can pick his nose with his pinky fairly well...It had its moments.,negative
"This movie is great. I don't want to put my man card in jeopardy by insulting Connery's Bond, but Daniel Craig was an awesome interpretation.",positive
"Ok, I admit I didn't see it from the beginning (and I regret that), that it was very nice and all when it wasn't TOO Bond-ish, but I don't see it as a masterpiece. Awesome car. Almost better than the girl.",negative
Finally a Bond worthy of Ian Fleming,positive
Bond is back in a whole new way. I see Craig as going down as one of the best Bonds in the franchise. Can't wait for the movies to come!,positive
A bond movie i really liked,positive
"I'm glad that I finally got around to seeing this. I'm not big on following the Bond films. I've seen 3 out of the four Brosnan flicks... and I was never really impressed. And yeah... I played Goldeneye and got into that storyline, but nothing about the Bond series has ever really wowed me. But this movie is an exception.",positive
"I don't see why everyone says this movie is so good? I thought it was ok. It wasn't anything special. Maybe I expected more out of it being a James Bond flick but, it didn't impress me. Craig was good but, engh",negative
"It was ok, but it didn't have the James Bond effect.",negative
I'm fairly certain this is one of my favorite Bond movies of all time.,positive
"ive got this on blu-ray, and it is tight. the part i absolutely hate is the part where he wrecks the Aston Martin DBS. that is an awesome $130,000 Aston Martin, i mean cmon. o well, at least they set a new world record for that",positive
Best Bond film in a decade. Daniel Craig brings back the Sean Connery type of Bond. Lots of actions...2 thumbs up,positive
The way Bond movies should be.,positive
Love & Action...James Bond is back to life!! :-),positive
"Not only a triumphant return for 007, but the absolute best in the series.",positive
Bon d'accord... surtout pour l'acteur et moins pour l'histoire,positive
i'm going to have to say that this is just as good as any bond film EVER MADE!!!,positive
Daniel Craig is simply the best James Bond to ever grace the big screen.,positive
great return of Bond,positive
"Eva Green is gorgeous. She is my favorite bond girl. I totally wanted to be her in this movie. I thought this movie was great, it didn't feel like a bond movie though, maybe like a bourne identity movie, or something.",positive
"I really quite liked this movie. I thought it was great! Craig makes an excellent Bond. This Bond 's definitely his own unique person. He's a bit more of a loose cannon and it is fun to see something different. I was surprised by the lack of gadgets and babes, which are usually found in these films, but it still felt true to a double-o.",positive
Bond is most definitely back...,negative
This one was hard for me to follow,negative
Stirred or shaken? Do I look like I care?,positive
"Pretty good Bond movie. I don't know if I really like Daniel Craig as Bond, I think the others have been better, he was not suave enough for James Bond. It held my attention though and was there was definitely a good twist at the end that I was not expecting!",negative
It was ace!!!But i was very tired after watching till 3am!,positive
Did not live up to the hype for me. Good action but still pretty bog standard Bond.,negative
